checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflux_head_high_w3e9_scale1_e50_epoch49,337.76845767046956,219650.1948902027,468.6685341370836,4.174623954649842e-05,148,0.6630881636929263,706.7967124114166,152.30250523541426,231687.11779455235,481.3388804102078
