checkpoint,face_proxy_scale,gt_face_residual_rmse,hdf_start_index,matched_hdf_event,num_hydrographs,pred_face_residual_rmse,pred_vs_gt_delta_rmse,rollout_length,zone_0_gt_face_residual_rmse,zone_0_pred_face_residual_rmse,zone_0_pred_vs_gt_delta_rmse,zone_1_gt_face_residual_rmse,zone_1_pred_face_residual_rmse,zone_1_pred_vs_gt_delta_rmse,zone_2_gt_face_residual_rmse,zone_2_pred_face_residual_rmse,zone_2_pred_vs_gt_delta_rmse,zone_3_gt_face_residual_rmse,zone_3_pred_face_residual_rmse,zone_3_pred_vs_gt_delta_rmse
h1h6_w1e9_e5_full,0.0007915911410236731,2492.3589274936253,0,True,6,174.9977515326606,2562.373656463623,30,2747.1189542134603,164.66833809746637,2816.774264526367,2250.965838368734,192.23659430609808,2324.4483857896594,2162.317257732815,184.8207546657986,2244.2523900349934,2234.891586812337,159.45929506089954,2287.3193989223905
h1h6_noface_e5_full,0.000840872450498864,2560.911538611518,0,True,6,205.02732009887694,2653.2423296610514,30,2709.440269554986,186.19662178887262,2791.45679558648,2366.054534657796,220.53504994710286,2460.699942525228,2422.765314186944,223.870421939426,2542.4840766906736,2485.5914805094403,217.1198894076877,2590.5558835347492
