checkpoint,num_hydrographs,rollout_length,rollout_rmse,rollout_volume_rmse,rollout_wd_rmse,zone_0_rollout_rmse,zone_0_rollout_volume_rmse,zone_0_rollout_wd_rmse,zone_1_rollout_rmse,zone_1_rollout_volume_rmse,zone_1_rollout_wd_rmse,zone_2_rollout_rmse,zone_2_rollout_volume_rmse,zone_2_rollout_wd_rmse,zone_3_rollout_rmse,zone_3_rollout_volume_rmse,zone_3_rollout_wd_rmse
h1h6_w1e9_e5_full,6,45,0.1654196715120364,0.14223772561591533,0.18549873548456364,0.1594914258112786,0.15416671641998822,0.1643125259662392,0.15572843592682922,0.12944139656093384,0.1778740838928907,0.17097306431926512,0.1296768641202814,0.20396325989384895,0.20284790160410382,0.13049395887215656,0.2554401014000177
h1h6_noface_e5_full,6,45,0.1644959626995303,0.1523853841582658,0.17570164516499198,0.15954935626230307,0.15741774024510824,0.16152508182589104,0.15338490636398394,0.1420823245447267,0.16377820488134467,0.17167440055076172,0.15148564080052354,0.1896668933228486,0.19852698640208002,0.15309419387399598,0.23521421073280552
