checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflux_head_high_w3e9_scale1e4_e5_epoch4,667.1612198288376,682150.7721706082,825.9241927505261,0.0001929389979301738,148,1.1685456061795703,706.7967124114166,425.2963638305664,339301.23405827704,582.4956944547118
