checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflux_head_high_w3e9_e5_epoch4,672.0419686807169,694899.7126266892,833.6064494872201,0.00020544437879957636,148,1.1794147239920794,706.7967124114166,389.6916338946368,270192.6072635135,519.8005456552672
