hydrograph_id,all_face_abs_max,all_face_count,all_face_mae,all_face_near_zero_fraction,all_face_negative_fraction,all_face_positive_fraction,all_face_rms,zone3_internal_abs_max,zone3_internal_count,zone3_internal_mae,zone3_internal_near_zero_fraction,zone3_internal_negative_fraction,zone3_internal_positive_fraction,zone3_internal_rms,zone3_touch_abs_max,zone3_touch_count,zone3_touch_mae,zone3_touch_near_zero_fraction,zone3_touch_negative_fraction,zone3_touch_positive_fraction,zone3_touch_rms
H1,3335579.5,572660,9654.93037489572,0.15824398421401878,0.45551112352879547,0.386288548178675,79158.41297736795,1781654.125,40300,621.1471839378474,0.17982630272952854,0.4201985111662531,0.4000744416873449,23169.602072139394,1781654.125,71280,635.3003326620376,0.21148989898989898,0.4045594837261504,0.3840347923681257,20838.904799809043
H2,3783204.75,572660,12936.503543203678,0.15959906401704327,0.4547602416791814,0.3856913351727028,96296.9564971721,1719356.875,40300,607.0771066851463,0.18205955334987592,0.4191315136476427,0.3988833746898263,22612.87998754616,1719356.875,71280,972.6006841600303,0.2143939393939394,0.4030723905723906,0.3826739618406285,25016.947920475825
H3,3691497.5,572660,11752.782922231641,0.15502392344497606,0.4575419969964726,0.3874777354800405,90081.51215629325,1802992.5,40300,638.1965775913536,0.17903225806451614,0.42074441687344916,0.40042183622828786,23402.308334540525,1802992.5,71280,890.9215494101982,0.21038159371492704,0.40510662177328843,0.384652076318743,24234.029426942096
