checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflux_head_high_w3e9_scale1_e20_epoch19,378.06777376741974,274875.8724662162,524.2860597672002,5.8136912672568075e-05,148,0.7417777283916122,706.7967124114166,142.03860906652503,92655.3436180321,304.39340271765434
