face_id,src,dst,face_length,normal_x,normal_y,center_distance,elevation_src,elevation_dst,elevation_diff,bed_slope,manning_src,manning_dst,manning_mean,manning_diff,ip_src,ip_dst,ip_mean,ip_diff,landcover_ip_src,landcover_ip_dst,area_src,area_dst,area_mean,area_ratio,zone_src,zone_dst,same_zone,zone3_touching,zone3_internal,surface_gradient_rms,face_target_mean,face_target_std,face_target_rms
0,3,15,100,-0,-1,100,6.935787201,23.99691963,17.06113243,0.1706113243,0.045,0.045,0.045,0,10,10,10,0,10,10,8439.893555,10000,9219.946777,1.184849067,0,0,1,0,0,0.06233873312,1288.621582,11614.26562,11685.53516
1,3,4,86.48226929,1,-0,100,6.935787201,3.85188055,-3.083906651,-0.03083906651,0.045,0.045,0.045,0,10,10,10,0,10,10,8439.893555,10517.81006,9478.851807,1.246201743,0,0,1,0,0,0.00698727377,-310209.5312,301501.1562,432588.5938
2,3,2,82.31560516,-1,-0,100,6.935787201,7.773703098,0.837915897,0.00837915897,0.045,0.045,0.045,0,10,10,10,0,10,10,8439.893555,8023.227295,8231.560425,1.051932501,0,1,0,0,0,0.001914983257,308154.4062,295000.0312,426596.0312
3,15,16,100,1,-0,100,23.99691963,24.50166702,0.504747391,0.00504747391,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.002437943855,-100839.9062,87129.03906,133267.2344
4,15,14,100,-1,-0,100,23.99691963,23.34445572,-0.652463913,-0.00652463913,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.003706933673,113580.6875,93186.73438,146916.0938
5,15,30,100,-0,-1,100,23.99691963,23.933424,-0.063495636,-0.00063495636,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,12185.34424,11092.67212,1.218534424,0,0,1,0,0,0.0004488222032,-11777.83984,13083.46777,17603.82422
6,16,31,100,-0,-1,100,24.50166702,24.45051002,-0.051156998,-0.00051156998,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,12132.14746,11066.07373,1.213214746,0,0,1,0,0,0.0003495046828,-49182.93359,37794.27344,62027.16016
7,16,17,100,1,-0,100,24.50166702,8.626847267,-15.87481976,-0.1587481976,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,16241.07153,13120.53577,1.624107153,0,0,1,0,0,0.06197649166,-68509.58594,66507.09375,95481.71094
8,16,4,100,-0,1,100,24.50166702,3.85188055,-20.64978647,-0.2064978647,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10517.81006,10258.90503,1.051781006,0,0,1,0,0,0.06808858427,16557.61914,13434.31738,21322.1875
9,70,69,100,-1,-0,100,18.12508392,18.11275864,-0.012325287,-0.00012325287,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10629.00244,10000,10314.50122,1.062900244,0,0,1,0,0,9.313311099e-05,2330.481445,2451.286865,3382.299561
10,70,73,101.1852722,-0,-1,100,18.12508392,15.10089111,-3.02419281,-0.0302419281,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10629.00244,11469.15869,11049.08057,1.079043754,0,0,1,0,0,0.01106500296,13997.17383,12175.43555,18551.60742
11,70,10102,12.47792721,0.8760014176,-0.4823084772,137.9075873,18.12508392,17.70785713,-0.417226791,-0.00302540853,0.045,0.045,0.045,0,10,10,10,0,10,10,10629.00244,11274.09424,10951.54834,1.060691659,0,0,1,0,0,0.004294577015,1252.042236,1279.707275,1790.324097
12,70,10103,100.3611984,0.9547282457,0.2974793911,85.98292075,18.12508392,18.02797508,-0.097108841,-0.001129396863,0.045,0.045,0.045,0,10,10,10,0,10,10,10629.00244,9309.662842,9969.332642,1.141717227,0,0,1,0,0,0.0002552975829,-1654.313477,3215.669434,3616.252686
13,70,10104,54.97812653,0.3458541036,0.938288331,125.4095269,18.12508392,17.5,-0.625083923,-0.004984341607,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10629.00244,12011.69141,11320.34692,1.130086428,0,0,1,0,0,0.004382515866,-11762.25977,9666.713867,15224.85156
14,70,67,36.43404388,-0.7071067691,0.7071067691,141.4213562,18.12508392,17.61405563,-0.511028289,-0.003613515685,0.045,0.045,0.045,0,10,10,10,0,10,10,10629.00244,11774,11201.50122,1.107723896,0,0,1,0,0,0.005668995016,-5051.385742,5130.869141,7200.161133
15,69,67,100,-0,1,100,18.11275864,17.61405563,-0.498703002,-0.00498703002,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,11774,10887,1.1774,0,0,1,0,0,0.002101791848,-12268.01074,10889.72949,16403.9707
16,69,68,100,-1,-0,100,18.11275864,7.527540207,-10.58521843,-0.1058521843,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,11450.93945,10725.46973,1.145093945,0,0,1,0,0,0.03820548237,1393.959351,1734.251099,2225.028076
17,69,72,100,-0,-1,100,18.11275864,15.10089111,-3.011867523,-0.03011867523,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.01194188325,12368.20508,11383.57227,16809.46875
18,73,72,100,-1,-0,100,15.10089111,15.10089111,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,11469.15869,10000,10734.57935,1.146915869,0,0,1,0,0,0.0008887214639,-2795.895752,2931.620605,4051.102539
19,73,75,122.1584244,-0,-1,100,15.10089111,0,-15.10089111,-0.1510089111,0.12,0.12,0.12,0,85,85,85,0,85,85,11469.15869,16241.20654,13855.18262,1.416076539,0,0,1,0,0,0.04725675973,14825.38574,11903.8623,19012.99609
20,73,10101,11.14886665,0.9386594296,-0.3448456228,169.948935,15.10089111,16.53825569,1.437364579,0.008457626279,0.12,0.12,0.12,0,85,85,85,0,85,85,11469.15869,13287.13037,12378.14453,1.158509593,0,0,1,0,0,0.0691921903,996.5852051,3156.38501,3309.977051
21,73,10102,92.91093445,0.9636650085,0.2671138346,125.3622865,15.10089111,17.70785713,2.606966019,0.02079545685,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,11469.15869,11274.09424,11371.62646,1.017302007,0,0,1,0,0,0.01179221765,-6.37432909,3268.472656,3268.47876
22,8802,8953,99.01979065,0.9159340262,-0.4013288319,100,41.56045914,37.90625,-3.654209137,-0.03654209137,0.12,0.12,0.12,0,85,85,85,0,85,85,8791.556641,11178.53906,9985.047852,1.271508507,0,0,1,0,0,0.0111641744,-170458.3281,109462.6484,202578.6562
23,8802,8803,105.1589432,0.2384533882,0.9711539149,80.38563151,41.56045914,41.31745148,-0.24300766,-0.003023023585,0.12,0.12,0.12,0,85,85,85,0,85,85,8791.556641,9684.568848,9238.062744,1.101576119,0,0,1,0,0,0.002661089775,-40174.58594,27877.73047,48899.53906
24,8802,5953,76.51078796,-0.9489138126,0.3155354559,101.1861904,41.56045914,39.12633514,-2.434123993,-0.02405589126,0.12,0.12,0.12,0,85,85,85,0,85,85,8791.556641,8888.653564,8840.105103,1.011044338,0,0,1,0,0,0.01665700927,129940.8281,87434.69531,156618.7812
25,8802,8801,96.69868469,-0.4464276135,-0.8948197365,94.02785747,41.56045914,39.59375,-1.966709137,-0.02091623897,0.12,0.12,0.12,0,85,85,85,0,85,85,8791.556641,10953.85962,9872.70813,1.245952232,0,0,1,0,0,0.01315491731,81171.35156,50426.71094,95559.625
26,8952,8953,75.11948395,0.4459104538,0.8950775862,103.6527425,42.62811661,37.90625,-4.721866608,-0.04555467125,0.12,0.12,0.12,0,85,85,85,0,85,85,10162.42432,11178.53906,10670.48169,1.099987436,0,0,1,0,0,0.02117912634,-284.5474243,402.1210022,492.6139832
27,8952,8801,99.34674072,-0.8725060225,0.4886033833,100,42.62811661,39.59375,-3.034366608,-0.03034366608,0.12,0.12,0.12,0,85,85,85,0,85,85,10162.42432,10953.85962,10558.14197,1.077878593,0,0,1,0,0,0.01804935665,436.7831116,492.1615906,658.0292969
28,8952,8951,105.6002045,-0.4886033833,-0.8725060225,99.7829139,42.62811661,36.82284164,-5.805274964,-0.05817904827,0.12,0.12,0.12,0,85,85,85,0,85,85,10162.42432,9278.094482,9720.259399,1.095313734,0,0,1,0,0,0.05730117444,135.7462158,139.5815735,194.7050323
29,8952,6122,44.75564575,0.7959486246,-0.6053641438,124.0143594,42.62811661,42.97954941,0.3514328,0.002833807324,0.12,0.12,0.12,0,85,85,85,0,85,85,10162.42432,8081.441895,9121.933105,1.257501378,0,1,0,0,0,0.003067824005,690.1296997,721.065979,998.1057739
30,8952,6072,69.24355316,0.9987570047,0.04984373972,98.83190577,42.62811661,41.55170059,-1.076416016,-0.01089138176,0.12,0.12,0.12,0,85,85,85,0,85,85,10162.42432,8046.783691,9104.604004,1.262917546,0,1,0,0,0,0.005860863004,-431.9548035,631.4237671,765.0365601
31,8953,6072,74.22077179,0.5126511455,-0.8585970402,102.2903508,37.90625,41.55170059,3.645450592,0.03563826465,0.12,0.12,0.12,0,85,85,85,0,85,85,11178.53906,8046.783691,9612.661377,1.389193433,0,1,0,0,0,0.01628517092,9298.62793,9786.00293,13499.27148
32,8953,6014,52.88524628,0.9982585907,-0.05898976699,132.6702963,37.90625,42.80853653,4.90228653,0.03695089758,0.12,0.12,0.12,0,85,85,85,0,85,85,11178.53906,8124.092285,9651.315674,1.375973914,0,1,0,0,0,0.03059235044,-1098.251221,795.7268677,1356.221558
33,8953,5954,13.19475555,0.8780788779,0.478515923,150.8284362,37.90625,42.30554199,4.399291992,0.02916752374,0.12,0.12,0.12,0,85,85,85,0,85,85,11178.53906,7924.309326,9551.424194,1.410664148,0,1,0,0,0,0.1142533694,-6222.912109,4265.941895,7544.726562
34,8953,8954,90.68019867,0.2400040329,0.9707719088,114.6059647,37.90625,37.90625,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,11178.53906,10734.90112,10956.72009,1.041326691,0,0,1,0,0,0.0003405063439,-172429.7969,112780.9141,206037.7812
35,5,19,72.28305817,-0.7071067691,-0.7071067691,141.4213562,12.53462124,0,-12.53462124,-0.08863315678,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,13497.26831,16706.2395,15101.75391,1.237749678,0,0,1,0,0,0.07378796066,124510.8047,109994.7812,166137.875
36,5,20,100,-0,-1,100,12.53462124,20.6254921,8.090870857,0.08090870857,0.045,0.045,0.045,0,10,10,10,0,10,10,13497.26831,12596.79858,13047.03345,1.071484014,0,0,1,0,0,0.02971554745,59323.50391,44205.99219,73982.75
37,5,6,144.8155975,1,-0,100,12.53462124,13.76787376,1.233252525,0.01233252525,0.045,0.045,0.045,0,10,10,10,0,10,10,13497.26831,14689.89355,14093.58093,1.08836049,0,0,1,0,0,0.001949758087,-184897.2812,152381.0469,239597.5625
38,39,42,54.03514099,-0.7071067691,-0.7071067691,141.4213562,0,11.50136375,11.50136375,0.08132692303,0.12,0.12,0.12,0,85,85,85,0,85,85,11633.43433,14125.59399,12879.51416,1.2142239,0,0,1,0,0,0.09050197749,82222.92969,81406.03125,115704.5859
39,39,43,100,-0,-1,100,0,20.03356934,20.03356934,0.2003356934,0.12,0.12,0.12,0,85,85,85,0,85,85,11633.43433,14057.47534,12845.45483,1.208368479,0,0,1,0,0,0.07970504903,107364.1094,81264.08594,134651.0469
40,39,40,140.7003937,1,-0,100,0,0,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,11633.43433,16482.81592,14058.12512,1.416848667,0,0,1,0,0,2.070319675e-05,-191093.3125,158063.6406,247993.5
41,10551,10954,32.07860565,-0.9300183654,0.3675130904,113.1272327,11.2244463,21.32799721,10.10355091,0.0893113945,0.045,0.045,0.045,0,10,10,10,0,10,10,6627.851074,6036.086914,6331.968994,1.098037714,1,1,1,0,0,0.08584468234,-26179.78125,14572.82617,29962.44727
42,10551,10955,80.07357025,-0.9374252558,-0.3481865227,80,11.2244463,28.09446335,16.87001705,0.2108752131,0.045,0.045,0.045,0,10,10,10,0,10,10,6627.851074,7389.362549,7008.606812,1.114895683,1,1,1,0,0,0.06396105258,-44124.50391,25828.45703,51128.08203
43,10551,10552,111.0205536,0.3481865227,-0.9374252558,79.92031851,11.2244463,9.280036926,-1.944409371,-0.02432934962,0.045,0.045,0.045,0,10,10,10,0,10,10,6627.851074,9520.125732,8073.988403,1.436381962,1,0,0,0,0,0.009218302048,70011.20312,41420.03125,81346.09375
44,17,32,100,-0,-1,100,8.626847267,24.80706787,16.1802206,0.161802206,0.045,0.045,0.045,0,10,10,10,0,10,10,16241.07153,12078.95068,14160.01111,1.344576359,0,0,1,0,0,0.06364154694,-81288.70312,73216.75,109400.8516
45,17,33,65.03128815,0.7071067691,-0.7071067691,141.4213562,8.626847267,17.40744782,8.780600548,0.0620882219,0.045,0.045,0.045,0,10,10,10,0,10,10,16241.07153,15617.19873,15929.13513,1.039947805,0,0,1,0,0,0.04859647878,-282988.9062,274968.3125,394576.0938
46,17,4,93.94146729,-0.7071067691,0.7071067691,141.4213562,8.626847267,3.85188055,-4.774966717,-0.03376411346,0.045,0.045,0.045,0,10,10,10,0,10,10,16241.07153,10517.81006,13379.4408,1.544149537,0,0,1,0,0,0.01016999518,294922.875,289914.6562,413557.7188
47,32,31,112.3452835,-1,-0,100,24.80706787,24.45051002,-0.356557846,-0.00356557846,0.045,0.045,0.045,0,10,10,10,0,10,10,12078.95068,12132.14746,12105.54907,1.004404089,0,0,1,0,0,0.001669593397,183144.2344,160252.1875,243356.8906
48,32,10137,57.41299438,-0.2988896072,-0.9542877078,148.879627,24.80706787,24.7123127,-0.094755173,-0.000636454933,0.045,0.045,0.045,0,10,10,10,0,10,10,12078.95068,12092.63867,12085.79468,1.00113321,0,0,1,0,0,0.000640092135,20017.27539,32174.05078,37892.75391
49,32,10138,48.57504272,0.3656423688,-0.9307554364,151.5019825,24.80706787,25.15760803,0.350540161,0.002313766165,0.045,0.045,0.045,0,10,10,10,0,10,10,12078.95068,12039.56152,12059.2561,1.003271644,0,0,1,0,0,0.00550042348,-53634.75781,40411.89062,67155.10156
50,32,33,111.7443314,1,-0,100,24.80706787,17.40744782,-7.399620056,-0.07399620056,0.045,0.045,0.045,0,10,10,10,0,10,10,12078.95068,15617.19873,13848.07471,1.292926773,0,0,1,0,0,0.02948726404,-231130.2812,239951.4219,333163.4688
51,1,12,100.4416656,-0.7071067691,-0.7071067691,141.4213562,8.553219795,9.979517937,1.426298142,0.01008545088,0.045,0.045,0.045,0,10,10,10,0,10,10,10233.78125,14562.6731,12398.22717,1.423000232,0,0,1,0,0,0.004536074495,292050.9688,267215.375,395850.75
52,1,13,100,-0,-1,100,8.553219795,23.02300263,14.46978283,0.1446978283,0.045,0.045,0.045,0,10,10,10,0,10,10,10233.78125,10000,10116.89062,1.023378125,0,0,1,0,0,0.05513355573,-2828.185791,15829.15234,16079.82324
53,1,2,78.14894104,1,-0,100,8.553219795,7.773703098,-0.779516697,-0.00779516697,0.045,0.045,0.045,0,10,10,10,0,10,10,10233.78125,8023.227295,9128.504272,1.275519298,0,1,0,0,0,0.002540064755,-290190.6875,272671.125,398196.1562
54,6,21,100,-0,-1,100,13.76787376,20.76251984,6.994646072,0.06994646072,0.045,0.045,0.045,0,10,10,10,0,10,10,14689.89355,12664.11182,13677.00269,1.159962401,0,0,1,0,0,0.03000945826,48137.05469,37249.84375,60866.46875
55,6,7,148.9822693,1,-0,100,13.76787376,12.89716721,-0.870706558,-0.00870706558,0.045,0.045,0.045,0,10,10,10,0,10,10,14689.89355,15106.56079,14898.22717,1.028364211,0,0,1,0,0,0.002245542658,-234031.8594,189667.8906,301238.8125
56,0,10150,100.7656174,0.1378878206,-0.9904478788,157.7187694,14.12294388,6.208996296,-7.913947582,-0.05017758896,0.045,0.045,0.045,0,10,10,10,0,10,10,14020.34961,16827.36035,15423.85498,1.200209754,0,0,1,0,0,0.03297802142,213169.875,217807.5312,304764.6875
57,0,10151,141.0545654,0.8650241494,-0.5017302632,139.1370599,14.12294388,28.47882462,14.35588074,0.1031779796,0.045,0.045,0.045,0,10,10,10,0,10,10,14020.34961,15139.86987,14580.10974,1.079849668,0,0,1,0,0,0.04731487944,-213269.2656,218487.4375,305320.4062
58,2,14,100,-0,-1,100,7.773703098,23.34445572,15.57075262,0.1557075262,0.045,0.045,0.045,0,10,10,10,0,10,10,8023.227295,10000,9011.613647,1.246381242,1,0,0,0,0,0.0580745366,17234.14258,29014.52734,33746.97656
59,14,13,100,-1,-0,100,23.34445572,23.02300263,-0.321453094,-0.00321453094,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001564016463,124652.4766,100389.5391,160050.9219
60,14,29,100,-0,-1,100,23.34445572,23.21119118,-0.133264542,-0.00133264542,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,12238.54102,11119.27051,1.223854102,0,0,1,0,0,0.0003542214222,5779.499512,23501.88281,24202.08789
61,8,9,157.3155975,1,-0,100,12.02519703,11.1591835,-0.866013527,-0.00866013527,0.045,0.045,0.045,0,10,10,10,0,10,10,15523.22705,15939.8938,15731.56042,1.026841503,0,0,1,0,0,0.001959965799,-318963.9688,257830.7031,410139.8438
62,8,7,153.148941,-1,-0,100,12.02519703,12.89716721,0.871970177,0.00871970177,0.045,0.045,0.045,0,10,10,10,0,10,10,15523.22705,15106.56079,15314.89392,1.027581808,0,0,1,0,0,0.002099490362,277892.4375,224471.7656,357227.9062
63,8,23,100,-0,-1,100,12.02519703,20.82889366,8.803696632,0.08803696632,0.045,0.045,0.045,0,10,10,10,0,10,10,15523.22705,12557.71948,14040.47327,1.236150168,0,0,1,0,0,0.03690980293,39988.66016,33348.10547,52069.08203
64,9,24,100,-0,-1,100,11.1591835,20.59889984,9.439716339,0.09439716339,0.045,0.045,0.045,0,10,10,10,0,10,10,15939.8938,12504.52344,14222.20862,1.274730211,0,0,1,0,0,0.0396056615,39788.05078,35197.42578,53122.00781
65,9,10,161.4822693,1,-0,100,11.1591835,10.53614998,-0.623033523,-0.00623033523,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,15939.8938,16356.56055,16148.22717,1.02613987,0,0,1,0,0,0.001048816034,-359898.5938,292609.4688,463839.7188
66,7,22,100,-0,-1,100,12.89716721,20.8125,7.915332794,0.07915332794,0.045,0.045,0.045,0,10,10,10,0,10,10,15106.56079,12610.91577,13858.73828,1.197895622,0,0,1,0,0,0.03349073635,42821.5,34541.14844,55016.10547
67,23,24,117.120163,1,-0,100,20.82889366,20.59889984,-0.22999382,-0.0022999382,0.045,0.045,0.045,0,10,10,10,0,10,10,12557.71948,12504.52344,12531.12146,1.004254144,0,0,1,0,0,0.0002910560001,-182516.5469,134589.9531,226774.6562
68,23,22,117.7132263,-1,-0,100,20.82889366,20.8125,-0.016393661,-0.00016393661,0.045,0.045,0.045,0,10,10,10,0,10,10,12557.71948,12610.91577,12584.31763,1.004236142,0,0,1,0,0,0.0004299707043,167382.4844,122357.8359,207336.2969
69,23,10128,57.93493652,-0.2760122418,-0.9611541033,157.7669206,20.82889366,21.1276989,0.298805237,0.001893966339,0.045,0.045,0.045,0,10,10,10,0,10,10,12557.71948,12570.33154,12564.02551,1.001004327,0,0,1,0,0,0.001408008989,54455.9375,42298.58594,68953.75
70,23,10129,47.3169632,0.3504834771,-0.9365689158,160.7736708,20.82889366,21.48008919,0.651195527,0.004050386632,0.045,0.045,0.045,0,10,10,10,0,10,10,12557.71948,12517.25391,12537.48669,1.003232784,0,0,1,0,0,0.005010517094,-74.14814758,4931.555176,4932.112305
71,24,10129,57.87339783,-0.2784335613,-0.9604554772,156.7752225,20.59889984,21.48008919,0.881189347,0.005620718203,0.045,0.045,0.045,0,10,10,10,0,10,10,12504.52344,12517.25391,12510.88867,1.001018069,0,0,1,0,0,0.004163059037,48137.82422,38066.96094,61370.54297
72,24,10130,47.45373535,0.3520852625,-0.9359679222,159.7414984,20.59889984,22.15947914,1.5605793,0.009769404415,0.045,0.045,0.045,0,10,10,10,0,10,10,12504.52344,12464.17651,12484.34998,1.003237031,0,0,1,0,0,0.01454178835,-14562.10254,11790.82031,18737.08398
73,24,25,116.5263062,1,-0,100,20.59889984,21.01688194,0.417982102,0.00417982102,0.045,0.045,0.045,0,10,10,10,0,10,10,12504.52344,12451.3269,12477.92517,1.004272359,0,0,1,0,0,0.000947160464,-177040.5625,130864.3594,220156.4062
74,11,10,165.648941,-1,-0,100,10.08869743,10.53614998,0.447452546,0.00447452546,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,16773.22705,16356.56055,16564.8938,1.025473968,0,0,1,0,0,0.0005898725237,384552.2188,315388.8438,497343.4688
75,11,26,100,-0,-1,100,10.08869743,21.62277985,11.53408241,0.1153408241,0.045,0.045,0.045,0,10,10,10,0,10,10,16773.22705,12398.13086,14585.67896,1.352883531,0,0,1,0,0,0.0460664951,11343.21094,30395.53906,32443.13867
76,11,12,169.8155975,1,-0,100,10.08869743,9.979517937,-0.109179496,-0.00109179496,0.045,0.045,0.045,0,10,10,10,0,10,10,16773.22705,14562.6731,15667.95007,1.151795892,0,0,1,0,0,0.0002771205585,-397039.3125,331027.8438,516932.9375
77,10,25,100,-0,-1,100,10.53614998,21.01688194,10.48073196,0.1048073196,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,16356.56055,12451.3269,14403.94373,1.313639958,0,0,1,0,0,0.04210229399,23465.08203,29993.23438,38081.54688
78,26,25,115.9316177,-1,-0,100,21.62277985,21.01688194,-0.605897903,-0.00605897903,0.045,0.045,0.045,0,10,10,10,0,10,10,12398.13086,12451.3269,12424.72888,1.00429065,0,0,1,0,0,0.002779277768,166236.5469,122097.4844,206258.0469
79,26,10131,57.75283432,-0.2833637595,-0.9590125084,154.7948708,21.62277985,22.59375,0.970970154,0.006272624855,0.045,0.045,0.045,0,10,10,10,0,10,10,12398.13086,12411.09937,12404.61511,1.001046005,0,0,1,0,0,0.005976675926,27418.56055,29402.42969,40202.98828
80,26,10132,47.72942352,0.3553485572,-0.9347338676,157.6785839,21.62277985,22.61802483,0.99524498,0.006311858945,0.045,0.045,0.045,0,10,10,10,0,10,10,12398.13086,12358.02246,12378.07666,1.003245535,0,0,1,0,0,0.007590211441,-28702.14062,19691.85547,34807.78516
81,26,27,115.3360977,1,-0,100,21.62277985,22.52336311,0.900583267,0.00900583267,0.045,0.045,0.045,0,10,10,10,0,10,10,12398.13086,12344.93408,12371.53247,1.004309199,0,0,1,0,0,0.00317112864,-154202.875,113975.9141,191752.5312
82,19,20,100,1,-0,100,0,20.6254921,20.6254921,0.206254921,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,16706.2395,12596.79858,14651.51904,1.326228993,0,0,1,0,0,0.08251574904,-102169.125,78307.78125,128726.9922
83,19,40,93.26816559,-0.7071067691,-0.7071067691,141.4213562,0,0,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,16706.2395,16482.81592,16594.52771,1.01355494,0,0,1,0,0,0.0002104696069,202243.1094,173562.625,266507.5312
84,19,41,100,-0,-1,100,0,13.83373165,13.83373165,0.1383373165,0.12,0.12,0.12,0,85,85,85,0,85,85,16706.2395,12432.72681,14569.48315,1.343730926,0,0,1,0,0,0.05987567659,22767.74805,16721.29883,28248.40039
85,20,41,57.61087799,-0.7071067691,-0.7071067691,141.4213562,20.6254921,13.83373165,-6.791760445,-0.04802499867,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,12596.79858,12432.72681,12514.7627,1.013196765,0,0,1,0,0,0.0400189627,73732.83594,53042.00781,90829.42969
86,20,10126,63.15920258,0.3457933366,-0.9383106828,163.8729402,20.6254921,20.58887482,-0.036617279,-0.0002234492098,0.045,0.045,0.045,0,10,10,10,0,10,10,12596.79858,14421.55591,13509.17725,1.144858816,0,0,1,0,0,9.026500382e-05,19050.66992,13905.39648,23585.76172
87,20,21,118.8970108,1,-0,100,20.6254921,20.76251984,0.13702774,0.0013702774,0.045,0.045,0.045,0,10,10,10,0,10,10,12596.79858,12664.11182,12630.4552,1.005343678,0,0,1,0,0,0.0003107289558,-136418.4219,101281.9844,169905.9375
88,21,10126,58.06041336,-0.2712547183,-0.9625076056,159.7532667,20.76251984,20.58887482,-0.173645019,-0.001086957548,0.045,0.045,0.045,0,10,10,10,0,10,10,12664.11182,14421.55591,13542.83386,1.138773577,0,0,1,0,0,0.0006802893577,61844.82812,44016.24219,75909.24219
89,21,10127,47.04545975,0.347337842,-0.9377400875,162.8394004,20.76251984,20.89918899,0.136669159,0.0008392880263,0.045,0.045,0.045,0,10,10,10,0,10,10,12664.11182,12623.40894,12643.76038,1.003224397,0,0,1,0,0,0.0008310705008,4706.652832,4567.286621,6558.40625
90,21,22,118.3055038,1,-0,100,20.76251984,20.8125,0.049980164,0.00049980164,0.045,0.045,0.045,0,10,10,10,0,10,10,12664.11182,12610.91577,12637.51379,1.004218254,0,0,1,0,0,0.0002802400878,-155613.9375,113235.1094,192452.2969
91,12,27,100,-0,-1,100,9.979517937,22.52336311,12.54384518,0.1254384518,0.045,0.045,0.045,0,10,10,10,0,10,10,14562.6731,12344.93408,13453.80359,1.1796477,0,0,1,0,0,0.0499646695,22469.88672,34364.53516,41058.70312
92,12,13,100,1,-0,100,9.979517937,23.02300263,13.04348469,0.1304348469,0.045,0.045,0.045,0,10,10,10,0,10,10,14562.6731,10000,12281.33655,1.45626731,0,0,1,0,0,0.05152475641,-128258.1562,99894.96875,162570.4688
93,13,28,100,-0,-1,100,23.02300263,22.86713219,-0.155870438,-0.00155870438,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,12291.73755,11145.86877,1.229173755,0,0,1,0,0,0.0006468783802,-6853.873535,22083.41602,23122.56055
94,27,10132,57.69385529,-0.2858735621,-0.9582673311,153.8062563,22.52336311,22.61802483,0.094661713,0.0006154607442,0.045,0.045,0.045,0,10,10,10,0,10,10,12344.93408,12358.02246,12351.47827,1.001060223,0,0,1,0,0,0.00027640569,19339.25977,25123.23438,31704.63477
95,27,10133,47.86837387,0.357010752,-0.9341002703,156.6478605,22.52336311,22.61802483,0.094661713,0.0006042962393,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,12344.93408,12304.94531,12324.9397,1.003249813,0,0,1,0,0,0.0005838802033,-16232.26855,11082.94043,19654.97656
96,27,28,114.7397232,1,-0,100,22.52336311,22.86713219,0.343769074,0.00343769074,0.045,0.045,0.045,0,10,10,10,0,10,10,12344.93408,12291.73755,12318.33582,1.004327829,0,0,1,0,0,0.0008966466689,-135389.6406,100084.5,168366.4531
97,22,10127,57.99728394,-0.2736194432,-0.961838007,158.7596081,20.8125,20.89918899,0.086688995,0.0005460393612,0.045,0.045,0.045,0,10,10,10,0,10,10,12610.91577,12623.40894,12617.16235,1.000990663,0,0,1,0,0,0.0005695223097,56809.46875,41882.68359,70579.5625
98,22,10128,47.18087387,0.348901093,-0.9371595383,161.8063078,20.8125,21.1276989,0.315198898,0.001948001301,0.045,0.045,0.045,0,10,10,10,0,10,10,12610.91577,12570.33154,12590.62366,1.003228573,0,0,1,0,0,0.002615935806,-2987.216797,2835.822266,4118.901855
99,213,10156,6.899743557,0.7646422386,0.6444550157,137.0403291,29.38863563,29.99010277,0.601467133,0.004388979046,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10360.17285,7857.993652,9109.083252,1.318424691,0,1,0,0,0,0.04011191933,-8028.009766,6070.797852,10064.96582
100,213,10541,104.0560303,-0.004962207284,0.9999876618,78.73982308,29.38863563,29.41803932,0.029403687,0.0003734284108,0.045,0.045,0.045,0,10,10,10,0,10,10,10360.17285,8845.37915,9602.776001,1.171252546,0,0,1,0,0,0.0002352019811,-15639.67871,24232.34375,28841.04688
