checkpoint,face_proxy_scale,gt_face_residual_rmse,hdf_start_index,matched_hdf_event,num_hydrographs,pred_face_residual_rmse,pred_vs_gt_delta_rmse,proxy_scale_reference,rollout_length,zone_0_gt_face_residual_rmse,zone_0_pred_face_residual_rmse,zone_0_pred_vs_gt_delta_rmse,zone_1_gt_face_residual_rmse,zone_1_pred_face_residual_rmse,zone_1_pred_vs_gt_delta_rmse,zone_2_gt_face_residual_rmse,zone_2_pred_face_residual_rmse,zone_2_pred_vs_gt_delta_rmse,zone_3_gt_face_residual_rmse,zone_3_pred_face_residual_rmse,zone_3_pred_vs_gt_delta_rmse
h1h6_zone1_w1e9_e5_full,6.184222579716658e-05,99.69102364292851,0,True,6,134.56834089491102,160.98170013427733,ground_truth,45,111.29699857499864,148.65761393794307,183.15132163718894,80.54963043707389,126.05495969984267,145.22858225504558,76.23343744631167,120.45613185741283,129.9760038305212,101.15750798825864,98.52161257708514,121.51337969744647
h1h6_zone1_e5_full,6.18422254782579e-05,99.69102364292851,0,True,6,152.10813835991755,177.6996553774233,ground_truth,45,111.29699857499864,159.0935599433051,195.39486801712602,80.54963039468836,142.48650682237414,165.16924268934463,76.23343744631167,144.73644324408636,152.18061862521702,101.15750798825864,151.03631040785046,151.30900138572412
h1h6_w1e9_e5_full,6.18422256804731e-05,99.69102364292851,0,True,6,138.2291071008753,170.24376774540653,ground_truth,45,111.29699863151268,144.44976269757305,184.3272790979456,80.54963045120239,139.3411945766873,158.71240013970268,76.23343744631167,134.6127220436379,154.04790395100912,101.15750804477268,105.91007684778285,147.6678579824942
h1h6_noface_e5_full,6.184222572934923e-05,99.69102364292851,0,True,6,170.13840365939672,190.11852377432365,ground_truth,45,111.29699857499864,168.05505054615162,197.21166054054544,80.54963039468836,166.93533579508463,180.4548369796188,76.23343744631167,177.49835120307074,183.89646911621094,101.15750798825864,174.54890374077692,185.82973655418112
