checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflow_split_high_w3e9_e5_epoch4,581.2372372601483,614933.0135135135,784.1766468809903,0.00021046558273106662,148,1.1094797600367614,706.7967124114166,375.1728028993349,403166.2664695946,634.9537514414689
