checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
noface_e50,765.6129807692307,969787.1057692308,984.777693578216,0.0003417741069988085,39,1.8811912455601827,523.4862196506598,721.8253158178085,833947.3397435897,913.207172411381
cellbalance_w1e9_e50,669.2209097055288,710264.6907051282,842.7720277187232,0.00028559898409861117,39,1.6099220878844407,523.4862196506598,722.8835809169672,793758.7203525641,890.9313780267054
