checkpoint,face_proxy_scale,gt_face_residual_rmse,hdf_start_index,matched_hdf_event,num_hydrographs,pred_face_residual_rmse,pred_vs_gt_delta_rmse,rollout_length,zone_0_gt_face_residual_rmse,zone_0_pred_face_residual_rmse,zone_0_pred_vs_gt_delta_rmse,zone_1_gt_face_residual_rmse,zone_1_pred_face_residual_rmse,zone_1_pred_vs_gt_delta_rmse,zone_2_gt_face_residual_rmse,zone_2_pred_face_residual_rmse,zone_2_pred_vs_gt_delta_rmse,zone_3_gt_face_residual_rmse,zone_3_pred_face_residual_rmse,zone_3_pred_vs_gt_delta_rmse
h1h6_b150,0.0002593281053123064,2558.9377471923826,0,True,1,544.3424835205078,2993.0257568359375,10,2759.7129776000975,547.5604064941406,3208.0815490722657,2525.5835708618165,578.4371520996094,2974.1053466796875,2275.4039169311523,518.0043426513672,2694.4409423828124,1996.8189743041992,469.7334411621094,2344.24990234375
