checkpoint,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,mse_loss,num_samples,relative_cell_balance_rmse,target_budget_rms_ft3,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3
edgeflux_head_high_w3e9_scale1e4_e20_epoch19,421.0545557382944,321694.8126055743,567.1814635595687,5.655415888877296e-05,148,0.8024676029186454,706.7967124114166,235.0403559916728,261883.9404560811,511.7459725841339
