checkpoint,face_proxy_scale,gt_face_residual_rmse,hdf_start_index,matched_hdf_event,num_hydrographs,pred_face_residual_rmse,pred_vs_gt_delta_rmse,proxy_scale_reference,rollout_length,zone_0_gt_face_residual_rmse,zone_0_pred_face_residual_rmse,zone_0_pred_vs_gt_delta_rmse,zone_1_gt_face_residual_rmse,zone_1_pred_face_residual_rmse,zone_1_pred_vs_gt_delta_rmse,zone_2_gt_face_residual_rmse,zone_2_pred_face_residual_rmse,zone_2_pred_vs_gt_delta_rmse,zone_3_gt_face_residual_rmse,zone_3_pred_face_residual_rmse,zone_3_pred_vs_gt_delta_rmse
h1h6_zone1_w1e9_e5_full,9.093637277651902e-05,125.52772125667995,0,True,6,131.02260064019097,168.46063177320693,ground_truth,30,145.10617228613958,144.84053412543403,193.8773956298828,104.71086885664198,122.8883846282959,150.3767867618137,87.26681416829427,117.13486997816298,129.7870315551758,115.64399918450249,95.45387119717068,127.01988207499186
h1h6_zone1_e5_full,9.093637255672447e-05,125.52772125667995,0,True,6,150.28932918972438,186.9528544108073,ground_truth,30,145.10617220136854,156.6709336174859,208.30873141818577,104.71086885664198,139.8357312520345,172.1546178181966,87.26681416829427,144.05409783257377,154.72135704888237,115.64399909973145,152.5687174903022,155.1068273756239
h1h6_w1e9_e5_full,9.09363721802947e-05,125.52772125667995,0,True,6,139.61087693108453,183.87716462877063,ground_truth,30,145.10617220136854,145.84574936760797,202.39055472479927,104.7108688990275,140.3530689239502,168.1544073316786,87.26681416829427,136.47473364935982,160.0339519076877,115.64399909973145,107.46176872253417,159.53270611233182
h1h6_noface_e5_full,9.093637225103319e-05,125.52772125667995,0,True,6,169.31403350830078,197.81671778361002,ground_truth,30,145.10617220136854,166.48215069240993,208.04930767483182,104.7108688990275,166.84752680460613,185.97612974378796,87.26681416829427,177.839693874783,186.82162000868055,115.64399918450249,173.51789830525715,190.15551350911457
