checkpoint,face_proxy_scale,gt_face_residual_rmse,hdf_start_index,matched_hdf_event,num_hydrographs,pred_face_residual_rmse,pred_vs_gt_delta_rmse,rollout_length,zone_0_gt_face_residual_rmse,zone_0_pred_face_residual_rmse,zone_0_pred_vs_gt_delta_rmse,zone_1_gt_face_residual_rmse,zone_1_pred_face_residual_rmse,zone_1_pred_vs_gt_delta_rmse,zone_2_gt_face_residual_rmse,zone_2_pred_face_residual_rmse,zone_2_pred_vs_gt_delta_rmse,zone_3_gt_face_residual_rmse,zone_3_pred_face_residual_rmse,zone_3_pred_vs_gt_delta_rmse
h1_hecrasface,0.0007554278650786728,4047.9991790771483,0,True,1,958.2676147460937,4906.0560852050785,10,3676.415065002441,897.6949401855469,4458.483837890625,5242.480523681641,1202.2672241210937,6365.852978515625,3456.7218643188476,804.9173400878906,4168.049224853516,3108.5738876342775,748.1951049804687,3746.108819580078
