checkpoint,requested_epoch,loaded_epoch,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,cell_mse_loss,num_cell_samples,num_one_step_hydrographs,num_rollout_hydrographs,one_step_mse_loss,one_step_zone_0_rmse,one_step_zone_0_volume_rmse,one_step_zone_0_wd_rmse,one_step_zone_1_rmse,one_step_zone_1_volume_rmse,one_step_zone_1_wd_rmse,one_step_zone_2_rmse,one_step_zone_2_volume_rmse,one_step_zone_2_wd_rmse,one_step_zone_3_rmse,one_step_zone_3_volume_rmse,one_step_zone_3_wd_rmse,one_step_zone_loss,relative_cell_balance_rmse,rollout_length,rollout_rmse,rollout_volume_rmse,rollout_wd_rmse,target_budget_rms_ft3,zone_0_rollout_rmse,zone_0_rollout_volume_rmse,zone_0_rollout_wd_rmse,zone_1_rollout_rmse,zone_1_rollout_volume_rmse,zone_1_rollout_wd_rmse,zone_2_rollout_rmse,zone_2_rollout_volume_rmse,zone_2_rollout_wd_rmse,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3,zone_3_rollout_rmse,zone_3_rollout_volume_rmse,zone_3_rollout_wd_rmse
noface,0,0,1880.9256417410713,5493675.308441559,2343.8590632633095,0.0021366372813361807,77,3,3,0.002074419055134058,0.04859242712457975,0.03307240021725496,0.06023143728574117,0.04458815107742945,0.034829430282115936,0.05252455547451973,0.04054807250698408,0.03305165469646454,0.046787516524394356,0.039242240289847054,0.028089534491300583,0.0477458784977595,0.0017015045741572976,3.4797699433794436,25,0.4929380022982756,0.32072290159761907,0.6182083332538605,673.5672476632254,0.5519716659188271,0.3340694079299768,0.7045695509513219,0.4951117900013924,0.3231102257966995,0.6202199465533098,0.37428841734925905,0.3090586158633232,0.42950262263417244,1570.4708315366274,4351452.993506493,2086.0136609108035,0.3192373777925968,0.2607528922210137,0.36800386091073356
noface,1,1,1554.0181425020291,4079626.1948051946,2019.8084549791336,0.0012666980869003705,77,3,3,0.0011571548723926146,0.03432717795173327,0.02849264753361543,0.03930318603912989,0.03310594831903776,0.026355952645341556,0.03868383417526881,0.0328061543405056,0.026742448409398396,0.037856463342905045,0.03621061642964681,0.02841742957631747,0.04250792289773623,0.0011843460767219465,2.998673795358011,25,0.37600511640310286,0.31107928812503816,0.4305989055832227,673.5672476632254,0.41479290544986724,0.3354174202183882,0.48023606742421787,0.34889181206623715,0.2781328981121381,0.4070972220599651,0.3177132620165745,0.28155084038774175,0.3497044787804286,1684.1053831422485,4619512.87012987,2149.3052063701584,0.3236154950161775,0.3105221405128638,0.3350616013010343
noface,2,2,1274.5300673447646,2643022.048701299,1625.7373861424542,0.0009772518246023395,77,3,3,0.0008277479597988228,0.028587385391195614,0.022595496848225594,0.033524523178736367,0.028254400317867596,0.021529957031210262,0.03363119810819626,0.029589855422576267,0.022751384725173313,0.035118017345666885,0.029245196531216305,0.023013431578874588,0.034316608061393104,0.0008540243725292385,2.413622977932117,25,0.3240292538950841,0.23742039951185384,0.3914748981595039,673.5672476632254,0.3489536345501741,0.242052431255579,0.42948953141768775,0.29402007823189097,0.21688243853549163,0.3542459962765376,0.3133296528458595,0.24373476326465607,0.3693440722922484,1305.0281205610795,2809179.2483766233,1676.060633860429,0.2822804054617882,0.2512554759035508,0.309625906124711
noface,3,3,1243.130531211952,2551570.7905844157,1597.363700158613,0.0007447002352783819,77,3,3,0.0006562643490421275,0.025676412507891655,0.022637757162253063,0.028326149409015972,0.02488632562259833,0.02096800444026788,0.02826523718734582,0.025202422092358272,0.01950010471045971,0.02981114387512207,0.02733565183977286,0.019877349957823753,0.033051799361904464,0.0006831215190080305,2.371498474280438,25,0.28142578129967055,0.24930386995275816,0.3098813519378503,673.5672476632254,0.3045745000243187,0.2776649164656798,0.32882508834203084,0.2557302802056074,0.2198313445597887,0.2865729545305173,0.26220617691675824,0.21545358782013257,0.3012971581767003,1138.0948636934354,2192453.599025974,1480.6936209175665,0.253143018707633,0.22075132764875888,0.28137238927185537
noface,4,4,1138.406502859933,2098614.887987013,1448.6596867404755,0.0005798041809186969,77,3,3,0.0005751147400587797,0.02468116208910942,0.022800517578919727,0.02627791091799736,0.022986401493350666,0.02012827681998412,0.02547743668158849,0.02281908318400383,0.017204731081922848,0.027260516459743183,0.024483706802129745,0.01790425305565198,0.029595665633678436,0.0005579925297449032,2.1507276248455387,25,0.24821429401636125,0.22615648170312247,0.26829015855987864,673.5672476632254,0.27002483206490674,0.25997443055113156,0.2793969698498646,0.21961114026606082,0.1953195078422626,0.2411259185274442,0.23249264900883038,0.18063351966440677,0.27442840283115705,982.240871677151,1612564.8474025973,1269.8680433031604,0.22784714696307978,0.18153523827592533,0.2659835861126582
noface,5,5,1005.3134083933644,1632500.6331168832,1277.6934816758217,0.0004731559450889321,77,3,3,0.00047805703555544216,0.02091476507484913,0.017756357168157894,0.023499769469102223,0.02192234496275584,0.020367750898003578,0.02329528083403905,0.022448850174744923,0.020055461674928665,0.024591540296872456,0.024423328538735706,0.021127929911017418,0.027132249747713406,0.0005410172646710029,1.8969055964470696,25,0.2136281990259886,0.17654886660476526,0.2449303497870763,673.5672476632254,0.21472393050789834,0.1712928927813967,0.25040556959807875,0.19994848710795243,0.17539342900117239,0.2213503902653853,0.22468152830998103,0.18554394148290157,0.25735853910446166,1090.7929853959517,1908021.3782467532,1381.311470395708,0.2214524775495132,0.1861915250867605,0.2514963782330354
noface,6,6,986.1072181602577,1574648.489448052,1254.849986830319,0.0004175170434354623,77,3,3,0.00044130583410151303,0.01937103581925233,0.015798766476412613,0.022308725863695145,0.021017067755262058,0.020737620070576668,0.02122934100528558,0.023082695280512173,0.022293633470932644,0.02379477210342884,0.023873204365372658,0.021493032574653625,0.02589120591680209,0.0005319394404068589,1.8629913957124695,25,0.20519394035140673,0.17608252974847952,0.23039996512234212,673.5672476632254,0.1913659037152926,0.14972221673776706,0.2252044935276111,0.19908178098499774,0.18812337798376877,0.2089729156345129,0.23729397820929687,0.21475207895040513,0.2570751293748617,1068.6908712015525,1846557.2857142857,1358.880894601983,0.2270024821907282,0.1907332828392585,0.25776810944080353
noface,7,7,826.4837733677456,1120938.8279220778,1058.7439860145973,0.00034531139407319004,77,3,3,0.0003466029690268139,0.018921924754977226,0.018066949521501858,0.019721640273928642,0.016872874771555264,0.014465490045646826,0.018966281786561012,0.018984246999025345,0.01610852840046088,0.021476710836092632,0.02042863021294276,0.015428025275468826,0.024425387382507324,0.0003657534931941579,1.5718460030348078,25,0.20302395743628343,0.1676010709007581,0.23269680333634218,673.5672476632254,0.1929082165658474,0.1711103094369173,0.2121153222521146,0.190301539277037,0.15675366301089524,0.21815468527376652,0.2322077109416326,0.17733709418525298,0.2752929799258709,799.8876509232955,1126664.6761363635,1061.4446175549451,0.2282830994327863,0.15821431203434866,0.28054408192634583
noface,8,8,771.2214323762175,970801.4107142857,985.292550826548,0.0002859509035993319,77,3,3,0.000291584098401169,0.01768171725173791,0.017001398528615635,0.018289515748620033,0.015607314184308052,0.01340091476837794,0.017527733619014423,0.01670978715022405,0.013560976833105087,0.01934885544081529,0.018111710747083027,0.013104631255070368,0.022005623827377956,0.0002902162668760866,1.4627975962975874,25,0.18226202443242073,0.15602764753003914,0.20487974668542544,673.5672476632254,0.18028891243040562,0.16761839255690575,0.19177724353969097,0.1694869644070665,0.144688242773215,0.1906726395090421,0.19361338776846726,0.1437687037140131,0.23240482973555723,727.1762473366477,916998.8108766234,957.6005487031758,0.20186907043059668,0.1421427997201681,0.24696747382481893
noface,9,9,772.7580621892756,947933.3327922078,973.6186793566606,0.00026782769796759035,77,3,3,0.0002580685541033745,0.015319884133835634,0.014710231063266596,0.015875065388778847,0.015559708078702291,0.014566643784443537,0.01647060550749302,0.017109589651226997,0.015526796070237955,0.01853848434984684,0.018775612115859985,0.015690165882309277,0.021345291286706924,0.00030444511988510686,1.445466184311053,25,0.17568302954236667,0.14673251260071993,0.20000125475227834,673.5672476632254,0.16813402117540438,0.1420411839708686,0.19000777122875054,0.17296544109781584,0.15283199446896711,0.1904973676552375,0.19336629517376422,0.1537662923956911,0.22539101096491018,763.7947910853794,1014647.7045454546,1007.297227508075,0.1874276576191187,0.140833564500014,0.2239191815753778
