checkpoint,requested_epoch,loaded_epoch,cell_balance_mae_ft3,cell_balance_mse_ft6,cell_balance_rmse_ft3,cell_mse_loss,num_cell_samples,num_one_step_hydrographs,num_rollout_hydrographs,one_step_mse_loss,one_step_zone_0_rmse,one_step_zone_0_volume_rmse,one_step_zone_0_wd_rmse,one_step_zone_1_rmse,one_step_zone_1_volume_rmse,one_step_zone_1_wd_rmse,one_step_zone_2_rmse,one_step_zone_2_volume_rmse,one_step_zone_2_wd_rmse,one_step_zone_3_rmse,one_step_zone_3_volume_rmse,one_step_zone_3_wd_rmse,one_step_zone_loss,relative_cell_balance_rmse,rollout_length,rollout_rmse,rollout_volume_rmse,rollout_wd_rmse,target_budget_rms_ft3,zone_0_rollout_rmse,zone_0_rollout_volume_rmse,zone_0_rollout_wd_rmse,zone_1_rollout_rmse,zone_1_rollout_volume_rmse,zone_1_rollout_wd_rmse,zone_2_rollout_rmse,zone_2_rollout_volume_rmse,zone_2_rollout_wd_rmse,zone_3_cell_balance_mae_ft3,zone_3_cell_balance_mse_ft6,zone_3_cell_balance_rmse_ft3,zone_3_rollout_rmse,zone_3_rollout_volume_rmse,zone_3_rollout_wd_rmse
noface_e50,0,0,1881.2742444323255,5495418.827922078,2344.2309672730794,0.0021365200344763404,77,3,3,0.001986209458361069,0.04667083298166593,0.034307306011517845,0.05635544161001841,0.04500781868894895,0.03384019806981087,0.053848846505085625,0.040571523209412895,0.03311627544462681,0.046845639745394387,0.03803388526042303,0.02952146716415882,0.044881234566370644,0.0016720464918762445,3.48032208425485,25,0.49293813983599344,0.3208189716686805,0.6181583793461323,673.5672476632254,0.5519380806386471,0.3342095998177926,0.7044496428966522,0.4951897045969963,0.3231818999846776,0.6203068014482657,0.37428451851010325,0.30909944417575996,0.42946630597114566,1570.4814770190746,4351186.347402598,2085.949747094258,0.31922660415371257,0.26075827804704504,0.3679801179965337
noface_e50,1,1,1554.8509695870537,4084150.8571428573,2020.9282167219244,0.0012668934907740007,77,3,3,0.001196040112214784,0.03432998061180115,0.03132804172734419,0.03707814837495486,0.03389766067266464,0.027535842110713322,0.03920557970801989,0.03491767247517904,0.029565149918198586,0.03949946661790212,0.0363528182109197,0.03151389521857103,0.04044596975048383,0.0012531581257159512,3.0003362303215213,25,0.37608094374338785,0.31132661387324334,0.430553109596173,673.5672476632254,0.414920028646787,0.3357246997207403,0.48024180546402934,0.3488641940553983,0.2782885986318191,0.40694422791401547,0.3177428859472275,0.2817181879778703,0.3496228608985742,1685.6455886642655,4626202.785714285,2150.8609405803727,0.32372233251730603,0.310784386297067,0.33502197300394376
noface_e50,2,2,1274.3508031275364,2642420.2305194805,1625.5522847695427,0.0009772006638481148,77,3,3,0.0008290041393289963,0.02867358239988486,0.02488989569246769,0.032007492457826935,0.028660040348768234,0.022900878141323727,0.03340048963824908,0.02954787015914917,0.024174194782972336,0.03403258820374807,0.028190718963742256,0.023583825056751568,0.0321168719480435,0.0008323134000723561,2.413348170370506,25,0.32397414833307264,0.237352544516325,0.3914269841214021,673.5672476632254,0.3489394069214662,0.24200997958580653,0.42949329301714895,0.29388525600234666,0.21677783799668154,0.3540860490997632,0.31326263087491196,0.24368059659997623,0.36926743119955063,1304.6540448077312,2807584.125,1675.5847113768973,0.2822157742579778,0.25112537841002147,0.309614672511816
noface_e50,3,3,1242.0487995890828,2547079.2224025973,1595.9571493002552,0.0007445955340593279,77,3,3,0.0006853798210310439,0.026681731765468914,0.025865626831849415,0.02738365779320399,0.025257570048173267,0.02194814942777157,0.02818097670873006,0.02622249536216259,0.021108064179619152,0.030475713312625885,0.02576497383415699,0.0204444732517004,0.03011590304474036,0.0006664181128144264,2.369410262801573,25,0.28138741133113704,0.249096749573946,0.30997771764794985,673.5672476632254,0.3045085850606362,0.2774190258731445,0.3289121346175671,0.2557617481301228,0.2196753919372956,0.2867459311336279,0.2622085236509641,0.2152913167824348,0.3014148685832818,1137.33744594029,2189266.189935065,1479.616906477844,0.25301237697402634,0.22056826529403528,0.2812805427859227
noface_e50,4,4,1136.3898252016538,2091328.2564935065,1446.1425436289144,0.0005789906222693767,77,3,3,0.0005830813315697014,0.025063129141926765,0.025146476303537686,0.024773557980855305,0.02290995108584563,0.019958466291427612,0.025491155683994293,0.023571292559305828,0.01811681253214677,0.027939002960920334,0.023150426646073658,0.01739646556476752,0.027716634174187977,0.0005423690696867803,2.146990591727771,25,0.24794373917082946,0.22558190238972506,0.2682765583693981,673.5672476632254,0.2695837203909953,0.2591355881343285,0.279327667504549,0.21957321477433045,0.19509356901049613,0.24124391615390778,0.2323801294217507,0.18035578921437265,0.27442418043812117,981.2180453213779,1609375.1542207792,1268.6115064198257,0.22773016892373563,0.18128653965890407,0.2659530926744143
noface_e50,5,5,1006.8610300831981,1637813.7792207792,1279.7709870210292,0.0004741257682515236,77,3,3,0.00046152872770714265,0.020554791515072186,0.018438297013441723,0.022268492728471756,0.021650380765398342,0.02017632747689883,0.022904996449748676,0.02219233972330888,0.01936899560193221,0.02461758938928445,0.02307942199210326,0.01975569874048233,0.025830773015817005,0.0005098745750728995,1.8999899289356443,25,0.2136818418155114,0.17653853101034958,0.2450294505804777,673.5672476632254,0.21433596327900886,0.1703417945280671,0.25039997073511283,0.20021334084371725,0.17591798201203346,0.22140412750343483,0.22544720858335496,0.18678392596542837,0.257788805142045,1096.6052689985795,1924841.6834415584,1387.3866380506763,0.22192859729131062,0.18709830765922864,0.2516609504570564
noface_e50,6,6,989.4898102995637,1585630.0162337662,1259.2180177529888,0.0004183996129363727,77,3,3,0.00040709275829916197,0.018580994258324306,0.01551203771183888,0.021158767864108086,0.020532681917150814,0.019970747952659924,0.020942775532603264,0.02192334085702896,0.02046527899801731,0.023184141144156456,0.02223216804365317,0.01909564497570197,0.024763188635309536,0.0004804618462609748,1.8694763175043523,25,0.20529247902333736,0.1764436182876428,0.23030172772705554,673.5672476632254,0.19116920165717602,0.14940223932266236,0.22508923078576723,0.19932134829461576,0.1886625272035599,0.20895306182404358,0.23774514791866144,0.21601477093994617,0.2568496706088384,1074.6654702719156,1864594.650974026,1365.5016114871582,0.2274021031955878,0.1916485222429037,0.25779506072402003
noface_e50,7,7,824.7700837370637,1116095.739448052,1056.4543243548449,0.0003438614053325123,77,3,3,0.0003426919089785467,0.018445702269673347,0.016842080590625603,0.019911418358484905,0.017077696199218433,0.014481276273727417,0.0193115280320247,0.019425762196381886,0.015720363706350327,0.022493507092197735,0.020347974573572476,0.015025227641065916,0.02453036792576313,0.00037099468560578924,1.568446696332031,25,0.2024651296188434,0.16712139015396435,0.23207396340866884,673.5672476632254,0.19207540169358253,0.1697670701642831,0.21169413355489572,0.1900377540787061,0.1569119164471825,0.21758963080743948,0.2318950897703568,0.1778134347250064,0.27446593932807445,802.5756709111201,1133539.536525974,1064.6781375260666,0.22781008464594682,0.15899499853452045,0.27934358949462573
noface_e50,8,8,771.6823571935877,970350.5892857143,985.063748843553,0.00028481071568457045,77,3,3,0.00028847963161145646,0.017277942970395088,0.016511923323074978,0.01801082243522008,0.015762588009238243,0.013502412475645542,0.017735905945301056,0.017215674743056297,0.013327732061346373,0.02036200774212678,0.01791464164853096,0.012796368760367235,0.02186063552896182,0.0002942892024293542,1.4624579093787404,25,0.18176228163143,0.15588668572405975,0.2041019970426957,673.5672476632254,0.17956617700556915,0.16691688783466815,0.1910347801198562,0.16935813955962659,0.14519430487106244,0.19006528648237386,0.19334616728127002,0.14443061194072168,0.23154881020387014,727.94140625,919414.7849025974,958.8611916761453,0.2011845769484838,0.1422316241885225,0.24579984811445077
noface_e50,9,9,775.174465427151,954999.4058441558,977.24071028798,0.0002688337750536353,77,3,3,0.0002567218034528196,0.01540233101695776,0.014668125348786512,0.01609407551586628,0.0156812301526467,0.01487025711685419,0.016434330493211746,0.01719583508869012,0.01495728207131227,0.019124208639065426,0.017685020342469215,0.014217207208275795,0.020535572121540707,0.0002902378231131782,1.4508435700789704,25,0.17591928981244565,0.14687596509853998,0.20030686815579732,673.5672476632254,0.16808861162513494,0.1413414871195952,0.1904452500368158,0.173732953928411,0.15367563707133133,0.19120826808114846,0.1937906563282013,0.1546926770855983,0.2254792216171821,768.9635746943486,1027673.8400974026,1013.7424920054415,0.18734877583881218,0.14182613330582777,0.22316810461382072
noface_e50,10,10,769.9835331904424,950245.0462662338,974.8051324578845,0.0002411319796742823,77,3,3,0.0002470328230022763,0.014812032381693522,0.01396105686823527,0.015611650422215462,0.015980504142741363,0.015991248811284702,0.015909957389036816,0.01675434100131194,0.015261095948517323,0.018065762395660084,0.01735568915804227,0.014132894265154997,0.019979688028494518,0.0002832408354151994,1.4472276314499097,25,0.16525894079357387,0.14464407216757535,0.18323917555312316,673.5672476632254,0.15343422280003627,0.132872121433417,0.17113091390579938,0.17178498989591995,0.16108822772900264,0.18143018127729496,0.18073869784673055,0.15591154682139555,0.20196753837168216,742.6047466327618,960004.6258116884,979.7982577100698,0.17709225023786226,0.1360355780273676,0.20984667944411436
noface_e50,11,11,742.0496247526887,890970.275974026,943.9122183625053,0.00021967771893984021,77,3,3,0.00023050896318939826,0.014691704573730627,0.014698516577482224,0.01467354316264391,0.01536222609380881,0.015662274633844692,0.015002678458889326,0.01549024817844232,0.013825130648911,0.01696365202466647,0.016368715713421505,0.012843050683538118,0.019198452432950337,0.00025096612807828933,1.4013629992211984,25,0.1589274077862501,0.1436257480705778,0.1725635423635443,673.5672476632254,0.15073539480566978,0.13875449283669392,0.16127733944604794,0.16615395065397023,0.15882274843752384,0.17280560097346703,0.16503882706165313,0.142975731069843,0.1840745154271523,678.7849129020394,824453.3685064935,907.9941456344824,0.16856930904090406,0.1256078270698587,0.20227623673776784
noface_e50,12,12,695.9365400834517,782340.1331168831,884.4999339270089,0.0002118585453226606,77,3,3,0.0002106982768358042,0.01408244421084722,0.014154402849574884,0.014004864729940891,0.014211891529460749,0.0141136326516668,0.014282353222370148,0.015414958819746971,0.013355924437443415,0.01721328559021155,0.015701366898914177,0.01161238985757033,0.018902373189727466,0.00023246667115017772,1.3131575755732812,25,0.16042602048565943,0.13753755734612544,0.17991597019135952,673.5672476632254,0.1563995595773061,0.13590066868811845,0.17370945310841004,0.15687287768969932,0.1457625994210442,0.166705575051407,0.1703150727475683,0.13923486134658258,0.19586001825829347,627.5431530444653,702537.1132305195,838.1748703167613,0.1714158406605323,0.11879648982236783,0.21076768450438976
noface_e50,13,13,714.616288618608,820263.0462662338,905.6837451705942,0.0001953946378886361,77,3,3,0.00021514054969884455,0.015392590003708998,0.017089147120714188,0.013477158111830553,0.012907689126829306,0.012166953024764856,0.013603483947614828,0.014827032883961996,0.011649999767541885,0.01741229308148225,0.014849746599793434,0.010450872592628002,0.0182109201947848,0.0002067677560262382,1.3446077556660294,25,0.15860696052511533,0.14536814173062643,0.1704734977086385,673.5672476632254,0.1580844425658385,0.1628890928129355,0.1525424172729254,0.14740210194140674,0.128153539399306,0.16420183924337228,0.17039218644301096,0.1284448508049051,0.20352758313218752,616.5852966308594,641239.6789772727,800.7744245274525,0.16710103097061316,0.11681349573036034,0.20500134820739427
noface_e50,14,14,707.1585653726156,777527.7288961039,881.7753279016736,0.00017388061054849198,77,3,3,0.0001842761703301221,0.013897798024117947,0.015737549712260563,0.011770150934656462,0.012703560603161653,0.013081895808378855,0.01231334793070952,0.013602861824134985,0.01228770644714435,0.014797385161121687,0.014001945964992046,0.009520215913653374,0.01735410528878371,0.00018374321613616,1.309112536217838,25,0.14410371657460927,0.13756720907986164,0.14991705595205226,673.5672476632254,0.14400484616557757,0.14506237844626108,0.14194142450888952,0.1400547014052669,0.135658285121123,0.14404161587357522,0.14709407333284616,0.13525246717035772,0.15767608877271413,564.1692853655134,566523.3299512987,752.6774408412269,0.14935010626912118,0.10267685965945324,0.1843203532944123
noface_e50,15,15,614.6197430499188,624472.6948051949,790.2358475829826,0.0001638849234123799,77,3,3,0.00017682209242290506,0.013381988120575746,0.014119541272521019,0.012594567301372686,0.012508129390577475,0.011642494549353918,0.013301135040819645,0.013575553273161253,0.01138388148198525,0.015435963248213133,0.014227107167243958,0.010476761497557163,0.017168760920564335,0.000184844708807456,1.1732100251675093,25,0.1424582646538814,0.12430711979667346,0.1581569294631481,673.5672476632254,0.13873699435343345,0.1334572151551644,0.1429772179822127,0.1422176871324579,0.1176179043824474,0.1628946307922403,0.1471092111368974,0.11503030377129714,0.17312922240545353,575.7874882685674,590800.2171266234,768.6352952646811,0.1521909736096859,0.1060154731447498,0.187135663703084
noface_e50,16,16,668.8426228312703,712388.7832792208,844.0312691359371,0.00014799682354681533,77,3,3,0.00016613288607914,0.012648773690064749,0.01399671503653129,0.011126436914006868,0.012521057079235712,0.013105949386954308,0.011883755835394064,0.013363870171209177,0.01316324807703495,0.013531676183144251,0.01401131134480238,0.009646832632521788,0.017267902692159016,0.00018059655364292362,1.2530764701877866,25,0.13080779131501913,0.12981676325201988,0.13162130706012248,673.5672476632254,0.12484986842920383,0.13104273578772943,0.11786192129055659,0.12956226338942844,0.1304277351498604,0.12856605116277933,0.13690921312818924,0.13770378434409697,0.13599792482952278,551.193279315899,546643.8356331169,739.3536607288266,0.15044660513599714,0.10624771022548278,0.18427560965220133
noface_e50,17,17,645.0959195223721,668816.7467532468,817.8121708272913,0.0001372684166742513,77,3,3,0.0001615977477437506,0.012541567906737328,0.01365596583733956,0.011284310060242811,0.01230070429543654,0.012719198750952879,0.011842033825814724,0.012914945061008135,0.012545069679617882,0.01324644157042106,0.014002792537212372,0.00948637972275416,0.017353599270184834,0.00017512969498056918,1.2141507379767764,25,0.12602993311981361,0.1253547843421499,0.12663377542048693,673.5672476632254,0.11931783810257912,0.12796840300162635,0.1097744880616665,0.12505527026951313,0.1257709198941787,0.12426861546933651,0.13018910214304924,0.12842939082533122,0.13182661364475887,534.6500549316406,517621.9659090909,719.4594956695553,0.15069472435861825,0.10390475012362003,0.18601631162067253
