checkpoint,requested_epoch,loaded_epoch,edge_head_scale,closure_bias_ft3,closure_mae_ft3,closure_relative_rmse,closure_rmse_ft3,closure_target_rms_ft3,divergence_bias_ft3,divergence_mae_ft3,divergence_relative_rmse,divergence_rmse_ft3,divergence_target_rms_ft3,divergence_target_weight,edge_flux_mae_ft3,edge_flux_rms_ft3,internal_face_bias_ft3,internal_face_mae_ft3,internal_face_relative_rmse,internal_face_rmse_ft3,internal_face_target_rms_ft3,num_samples,selected_edge_flux_head_loss,selected_hecras_edge_flux_closure_loss,selected_hecras_edge_flux_divergence_loss,selected_hecras_edge_flux_face_loss,total_node_bias_ft3,total_node_mae_ft3,total_node_relative_rmse,total_node_rmse_ft3,total_node_target_rms_ft3,zone_0_closure_bias_ft3,zone_0_closure_mae_ft3,zone_0_closure_relative_rmse,zone_0_closure_rmse_ft3,zone_0_closure_target_rms_ft3,zone_0_divergence_bias_ft3,zone_0_divergence_mae_ft3,zone_0_divergence_relative_rmse,zone_0_divergence_rmse_ft3,zone_0_divergence_target_rms_ft3,zone_0_total_node_bias_ft3,zone_0_total_node_mae_ft3,zone_0_total_node_relative_rmse,zone_0_total_node_rmse_ft3,zone_0_total_node_target_rms_ft3,zone_1_closure_bias_ft3,zone_1_closure_mae_ft3,zone_1_closure_relative_rmse,zone_1_closure_rmse_ft3,zone_1_closure_target_rms_ft3,zone_1_divergence_bias_ft3,zone_1_divergence_mae_ft3,zone_1_divergence_relative_rmse,zone_1_divergence_rmse_ft3,zone_1_divergence_target_rms_ft3,zone_1_total_node_bias_ft3,zone_1_total_node_mae_ft3,zone_1_total_node_relative_rmse,zone_1_total_node_rmse_ft3,zone_1_total_node_target_rms_ft3,zone_2_closure_bias_ft3,zone_2_closure_mae_ft3,zone_2_closure_relative_rmse,zone_2_closure_rmse_ft3,zone_2_closure_target_rms_ft3,zone_2_divergence_bias_ft3,zone_2_divergence_mae_ft3,zone_2_divergence_relative_rmse,zone_2_divergence_rmse_ft3,zone_2_divergence_target_rms_ft3,zone_2_total_node_bias_ft3,zone_2_total_node_mae_ft3,zone_2_total_node_relative_rmse,zone_2_total_node_rmse_ft3,zone_2_total_node_target_rms_ft3,zone_3_closure_bias_ft3,zone_3_closure_mae_ft3,zone_3_closure_relative_rmse,zone_3_closure_rmse_ft3,zone_3_closure_target_rms_ft3,zone_3_divergence_bias_ft3,zone_3_divergence_mae_ft3,zone_3_divergence_relative_rmse,zone_3_divergence_rmse_ft3,zone_3_divergence_target_rms_ft3,zone_3_total_node_bias_ft3,zone_3_total_node_mae_ft3,zone_3_total_node_relative_rmse,zone_3_total_node_rmse_ft3,zone_3_total_node_target_rms_ft3,zone_mode
face_direct_scale1e4_epoch2,2,2,10000.0,279.38094605948476,7466.326178473395,30.782415338464684,35699.33251953125,1180.1584295324378,1.5609887889916756e-06,7320.099866712416,1.1202494155716252,35748.759765625,32054.222986169763,1.0,3446.9665395375846,6326.720138962204,3421.3705279376054,16336.64252203864,1.0028144966911625,91669.86475929055,91415.2760768581,148,1736533918.320946,4691329.942567567,5307902.463682433,1726534690.8213682,279.38094072728546,1238.1905138170398,1.0661523277695115,2647.800246779983,2490.7900052457244,931.8196508046743,11312.703026024072,21.67409630723902,25540.795693887245,1223.4389702049461,-733.101819218816,11306.150238861908,1.6274135088598407,25681.274321684967,16698.184322872676,198.7178363896705,1413.2705226588894,1.0245249174736641,3098.021438186233,3026.317166715055,-713.0593097016618,5290.117652686867,50.036203603486754,61406.51166596284,1243.6698624894425,1319.8382452887458,4978.109924316406,1.033369984981176,61406.05188978041,59482.04167546453,606.7789469538508,1217.7538361420502,1.2391831270746283,2179.9325940931167,1838.698570045265,-61.515258858332764,3145.423386032517,7.394525099445033,7545.552328573691,1020.7433137635927,151.4049156565924,2932.9721844647383,6.642538702971226,7599.8542579444675,1791.4651217074008,89.88965242658112,965.7247669116871,1.4394339935199634,1919.9558711696316,1559.5946799613334,139.41517815638232,1211.2803979822106,2.1291622728914827,2120.503694276552,999.2240901637722,21.641766607761383,907.5489782384924,51.70701058813044,2175.282111090583,800.3674900491495,161.0569454197948,880.0066511824324,34.37798201957264,1470.858489165435,799.0351968480123,high
