checkpoint,num_hydrographs,rollout_length,rollout_rmse,rollout_volume_rmse,rollout_wd_rmse,zone_0_rollout_rmse,zone_0_rollout_volume_rmse,zone_0_rollout_wd_rmse,zone_1_rollout_rmse,zone_1_rollout_volume_rmse,zone_1_rollout_wd_rmse,zone_2_rollout_rmse,zone_2_rollout_volume_rmse,zone_2_rollout_wd_rmse,zone_3_rollout_rmse,zone_3_rollout_volume_rmse,zone_3_rollout_wd_rmse
edgeflux_head_high_w3e9_scale1e4_e20_epoch19,6,10,0.03924886789172888,0.042150218846897285,0.03609416508115828,0.042070414715756975,0.05171450027264655,0.029261255621289214,0.03296323044536014,0.0328454004911085,0.03301624054244409,0.033324279054068026,0.026853587346461913,0.03870006085683902,0.047352382882187766,0.028769671610401323,0.060209223193426926
