checkpoint,requested_epoch,loaded_epoch,edge_head_scale,closure_bias_ft3,closure_mae_ft3,closure_relative_rmse,closure_rmse_ft3,closure_target_rms_ft3,divergence_bias_ft3,divergence_mae_ft3,divergence_relative_rmse,divergence_rmse_ft3,divergence_target_rms_ft3,divergence_target_weight,edge_flux_mae_ft3,edge_flux_rms_ft3,internal_face_bias_ft3,internal_face_mae_ft3,internal_face_relative_rmse,internal_face_rmse_ft3,internal_face_target_rms_ft3,num_samples,selected_edge_flux_head_loss,selected_hecras_edge_flux_closure_loss,selected_hecras_edge_flux_divergence_loss,selected_hecras_edge_flux_face_loss,selected_hecras_edge_flux_raw_face_loss,total_node_bias_ft3,total_node_mae_ft3,total_node_relative_rmse,total_node_rmse_ft3,total_node_target_rms_ft3,zone_0_closure_bias_ft3,zone_0_closure_mae_ft3,zone_0_closure_relative_rmse,zone_0_closure_rmse_ft3,zone_0_closure_target_rms_ft3,zone_0_divergence_bias_ft3,zone_0_divergence_mae_ft3,zone_0_divergence_relative_rmse,zone_0_divergence_rmse_ft3,zone_0_divergence_target_rms_ft3,zone_0_total_node_bias_ft3,zone_0_total_node_mae_ft3,zone_0_total_node_relative_rmse,zone_0_total_node_rmse_ft3,zone_0_total_node_target_rms_ft3,zone_1_closure_bias_ft3,zone_1_closure_mae_ft3,zone_1_closure_relative_rmse,zone_1_closure_rmse_ft3,zone_1_closure_target_rms_ft3,zone_1_divergence_bias_ft3,zone_1_divergence_mae_ft3,zone_1_divergence_relative_rmse,zone_1_divergence_rmse_ft3,zone_1_divergence_target_rms_ft3,zone_1_total_node_bias_ft3,zone_1_total_node_mae_ft3,zone_1_total_node_relative_rmse,zone_1_total_node_rmse_ft3,zone_1_total_node_target_rms_ft3,zone_2_closure_bias_ft3,zone_2_closure_mae_ft3,zone_2_closure_relative_rmse,zone_2_closure_rmse_ft3,zone_2_closure_target_rms_ft3,zone_2_divergence_bias_ft3,zone_2_divergence_mae_ft3,zone_2_divergence_relative_rmse,zone_2_divergence_rmse_ft3,zone_2_divergence_target_rms_ft3,zone_2_total_node_bias_ft3,zone_2_total_node_mae_ft3,zone_2_total_node_relative_rmse,zone_2_total_node_rmse_ft3,zone_2_total_node_target_rms_ft3,zone_3_closure_bias_ft3,zone_3_closure_mae_ft3,zone_3_closure_relative_rmse,zone_3_closure_rmse_ft3,zone_3_closure_target_rms_ft3,zone_3_divergence_bias_ft3,zone_3_divergence_mae_ft3,zone_3_divergence_relative_rmse,zone_3_divergence_rmse_ft3,zone_3_divergence_target_rms_ft3,zone_3_total_node_bias_ft3,zone_3_total_node_mae_ft3,zone_3_total_node_relative_rmse,zone_3_total_node_rmse_ft3,zone_3_total_node_target_rms_ft3,zone_mode
asinh_normal_e3_b40,2,2,10000.0,-447.5078679790368,2144.491840259449,15.523806784604046,32084.820853568413,2070.220737766575,1.1624385134947826e-06,1310.36349033665,1.000520624019004,32069.88576858108,32054.222986169763,0.0,269.8692449621252,340.14666521227036,801.8248949050903,14332.371766786318,1.0000228547566645,91417.39711782095,91415.2760768581,148,2.071578962728381,4026801.2347972975,2158097.9649493243,2.071578962728381,1770245776.7338471,-447.50787185172777,1950.1623972299938,1.343902042588672,3305.3671660552154,2490.7900052457244,-593.2407758316479,2038.3211950353675,8.121448288092742,16658.186853357263,2084.0925688872467,-398.6013349584631,1414.0721410802894,1.0018421500115782,16722.65867820946,16698.184322872676,-991.8421152475718,2097.2750648292335,1.2497813129747235,3725.4569009316933,3026.317166715055,-762.9663907128412,2783.4704424883867,29.576412420015078,59532.54331186655,2010.5751779917125,871.9621423257364,1822.1801823796452,1.0003096574061625,59499.37700591216,59482.04167546453,108.99575716096001,1802.3322176546665,1.6714842553074296,2840.9840698242188,1838.698570045265,298.36423858114193,1821.6725884514885,1.137061983346939,2485.1308824693833,2179.4065832189613,-124.1527293590275,672.3050353591507,1.2015207458186794,1954.7934916728252,1791.4651217074008,174.2115076909194,1933.5553514635242,2.4355051155025893,2868.4744972022804,1559.5946799613334,-160.7409926342803,1588.1576150430215,1.0386141643330857,2003.6688298405827,1929.7053255648227,-38.89013138061037,562.609013737859,17.769490738978256,1186.5312299986144,800.3674900491495,-199.6311279704442,1631.1969233332454,61.49162238433554,2334.7480600717904,799.0351968480123,high
