checkpoint,num_hydrographs,rollout_length,rollout_rmse,rollout_volume_rmse,rollout_wd_rmse,zone_0_rollout_rmse,zone_0_rollout_volume_rmse,zone_0_rollout_wd_rmse,zone_1_rollout_rmse,zone_1_rollout_volume_rmse,zone_1_rollout_wd_rmse,zone_2_rollout_rmse,zone_2_rollout_volume_rmse,zone_2_rollout_wd_rmse,zone_3_rollout_rmse,zone_3_rollout_volume_rmse,zone_3_rollout_wd_rmse
edgeflux_head_high_w3e9_scale1_e20_epoch19,6,10,0.04104588330568125,0.040363782970234754,0.04164833049289882,0.04371296154956023,0.049981279174486797,0.03621309375545631,0.0345445947876821,0.03342803880417099,0.035594197432510556,0.035215785393180946,0.02513970052047322,0.04292674419314911,0.05017976425588131,0.017014576909908406,0.06888777342004081
